OBJECTID;equipamien;x;y;identifica;codvia;numportal;telefono;geo_shape;geo_point_2d
23537;RESIDENCIA BALLESOL I;;;006779;33960;S/N;963918505;;
23542;MICRO-RESIDENCIA SAN MARTIN;725846.58;4372720.415;005472;7650;9;963922131;"{""coordinates"": [-0.3743750796213222, 39.47445348717718], ""type"": ""Point""}";39.47445348717718, -0.3743750796213222
23543;RESIDENCIA BALLESOL SERRERÍA;728942.509;4371568.678;007705;43620;12;963317180;"{""coordinates"": [-0.3388140989967843, 39.46326885967821], ""type"": ""Point""}";39.46326885967821, -0.3388140989967843
23600;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES LA LLUM;722399.65913611;4371933.10812941;003450;81128;;963798754;"{""coordinates"": [-0.4146718762910908, 39.468264241113985], ""type"": ""Point""}";39.468264241113985, -0.4146718762910908
23665;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES PINEDO;729247.21513216;4366954.90880889;003459;58260;53;963248257;"{""coordinates"": [-0.33685902348078023, 39.421659661912244], ""type"": ""Point""}";39.421659661912244, -0.33685902348078023
23667;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES NOU MOLES;723746.77422172;4372226.78953841;003455;12480;10;962084691;"{""coordinates"": [-0.3989286675685436, 39.470558674668716], ""type"": ""Point""}";39.470558674668716, -0.3989286675685436
23668;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES TENDETES;724752.79425874;4373743.35372489;003861;29460;12;963385446;"{""coordinates"": [-0.3867339045807674, 39.48394751839855], ""type"": ""Point""}";39.48394751839855, -0.3867339045807674
23671;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES REINO DE VALENCIA;724945.0612054;4372738.19873952;003462;24570;17;963913505;"{""coordinates"": [-0.38483961311512543, 39.47484966372428], ""type"": ""Point""}";39.47484966372428, -0.38483961311512543
23675;RESIDENCIA Y CENTRO DE DÍA PARA MAYORES DEPENDIENTES SARQUAVITAE;727730.215;4371553.059;009668;81532;11;963375170;"{""coordinates"": [-0.35289677517120027, 39.46344977656327], ""type"": ""Point""}";39.46344977656327, -0.35289677517120027
23749;UNIDAD DE SERVICIOS GERONTOLÓGICOS S.L.U;724975.724;4371893.043;009681;36000;14;963363184;"{""coordinates"": [-0.3847684988501576, 39.46723421794073], ""type"": ""Point""}";39.46723421794073, -0.3847684988501576
23811;CENTRO DE AYUDA SOCIAL EL SALVADOR;729365.68;4372534.163;009568;29850;3;963714667;"{""coordinates"": [-0.3335683397009087, 39.471846422449765], ""type"": ""Point""}";39.471846422449765, -0.3335683397009087
23883;CLUB DE JUBILADOS Y PENSIONISTAS DE CARPESA;725258.013;4377470.891;003497;6090;21;961853269;"{""coordinates"": [-0.3796048413548537, 39.51736747826168], ""type"": ""Point""}";39.51736747826168, -0.3796048413548537
23888;CLUB DE JUBILADOS Y PENSIONISTAS BOTÁNICO-PALLETER;724688.067;4372239.933;003475;28080;22;963852021;"{""coordinates"": [-0.38799228802776575, 39.47043178791811], ""type"": ""Point""}";39.47043178791811, -0.38799228802776575
23956;RESIDENCIA DE TERCERA EDAD Y CENTRO DE DÍA PALACIO DE RAGA;725420.22;4373081.8;006786;8100;S/N;963917469;"{""coordinates"": [-0.37920476832692707, 39.47781813309254], ""type"": ""Point""}";39.47781813309254, -0.37920476832692707
24009;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES BORBOTÓ;724281.47;4377238.82;003427;50430;2;963904648;"{""coordinates"": [-0.3910319895281317, 39.51553400477906], ""type"": ""Point""}";39.51553400477906, -0.3910319895281317
24011;ASOCIACIÓN DE FUNCIONARIOS JUBILADOS Y PENSIONISTAS DEL AYUNTAMIENTO DE VALENCIA;725635.067;4372196.198;001411;17760;1;962081040;"{""coordinates"": [-0.3770089609128252, 39.469790403967295], ""type"": ""Point""}";39.469790403967295, -0.3770089609128252
24031;ASOCIACIÓN DE FAMILIARES DE ENFERMOS DE ALZHEIMER DE VALENCIA - AFAV;724188.998;4374453.179;001402;81756;6;963587958;"{""coordinates"": [-0.3930442228615234, 39.49048393452461], ""type"": ""Point""}";39.49048393452461, -0.3930442228615234
23603;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES GRAU-PORT;728882.57691425;4371193.13686;007838;47670;81012;962087381;"{""coordinates"": [-0.3396388170591949, 39.459904583696485], ""type"": ""Point""}";39.459904583696485, -0.3396388170591949
23606;CENTRO DE DÍA MUNICIPAL PARA PERSONAS MAYORES DEPENDIENTES TRES FORQUES;723877.96877885;4371477.24971926;007819;73950;87;962061992;"{""coordinates"": [-0.39765648650145885, 39.46377771655338], ""type"": ""Point""}";39.46377771655338, -0.39765648650145885
23688;ASOCIACIÓN CULTURAL ALGIRÓS - UDP;727591.467;4372204.379;009504;540;39;963629779;"{""coordinates"": [-0.35428580110947017, 39.4693489998014], ""type"": ""Point""}";39.4693489998014, -0.35428580110947017
24064;DEFENSORA DE LAS PERSONAS MAYORES;726805.82926653;4372793.79726617;003713;60630;s/n;962082510;"{""coordinates"": [-0.3632092307894967, 39.47486175069542], ""type"": ""Point""}";39.47486175069542, -0.3632092307894967
24099;RESIDENCIA PARA PERSONAS MAYORES DEPENDIENTES CENTRO DE MAYORES EL SALER;727310.85;4370241.73;009665;81385;20;963335330;"{""coordinates"": [-0.35821306420414906, 39.45175726343398], ""type"": ""Point""}";39.45175726343398, -0.35821306420414906
24166;RESIDENCIA DE MATRIMONIOS SAN JOAQUÍN Y SANTA ANA;725780.939;4373610.731;006783;66330;6;963478250;"{""coordinates"": [-0.37483601993869026, 39.482484566311015], ""type"": ""Point""}";39.482484566311015, -0.37483601993869026
24180;ASOCIACIÓN PRO-TERCERA EDAD-PROTEED;724649.751;4370323.765;001533;43290;30;963570858;"{""coordinates"": [-0.3890822466170426, 39.45319385830225], ""type"": ""Point""}";39.45319385830225, -0.3890822466170426
24185;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES BENICALAPECH;724024.61;4375146.98;003424;42750;S/N;963385214;"{""coordinates"": [-0.39472074293148945, 39.49677185655725], ""type"": ""Point""}";39.49677185655725, -0.39472074293148945
24234;CENTRO DE DÍA ALBORS;723829.099;4371427.123;009569;81149;12;962061600;"{""coordinates"": [-0.3982408089765921, 39.4633392160375], ""type"": ""Point""}";39.4633392160375, -0.3982408089765921
24285;RESIDENCIA AZAHAR;724483.934;4369630.34;006778;25080;10;963580058;"{""coordinates"": [-0.39124061990664, 39.4469953678527], ""type"": ""Point""}";39.4469953678527, -0.39124061990664
24380;SERMEN. SERVICIOS DE ENFERMERIA Y MEDICINA LAPEÑA;729232.01;4367034.79;010003;81262;S/N;96;"{""coordinates"": [-0.33700808450898384, 39.42238268351148], ""type"": ""Point""}";39.42238268351148, -0.33700808450898384
24386;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES GIORGETA;724906.09839013;4371141.52799047;003442;33900;18;963416037;"{""coordinates"": [-0.38583034034913577, 39.460487846290725], ""type"": ""Point""}";39.460487846290725, -0.38583034034913577
24387;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES HORNO ALCEDO;725931.43221329;4368082.93730369;003443;64540;2;963759587;"{""coordinates"": [-0.37495877715867454, 39.432688491666674], ""type"": ""Point""}";39.432688491666674, -0.37495877715867454
24388;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES MALVARROSA;729686.44823492;4373420.35977376;003451;9420;40;963725700;"{""coordinates"": [-0.3295379450710325, 39.4797373761032], ""type"": ""Point""}";39.4797373761032, -0.3295379450710325
24389;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES EL SALER;729795.624;4362607.828;003436;42390;11;961830343;"{""coordinates"": [-0.33198691163908767, 39.38238588237754], ""type"": ""Point""}";39.38238588237754, -0.33198691163908767
24392;TESSA.SERVICIOS DE ATENCIÓN DOMICILIARIA;725388.057;4372172.52;010005;8790;48;963523912;"{""coordinates"": [-0.3798856164450737, 39.46964198646017], ""type"": ""Point""}";39.46964198646017, -0.3798856164450737
24398;NOVAEDAT CENTROS RESIDENCIALES. GRUPO GERIÁTRICO GEROCLEOP;727715.902;4373344.375;009426;81199;3;963393090;"{""coordinates"": [-0.35245151996150687, 39.47957717384498], ""type"": ""Point""}";39.47957717384498, -0.35245151996150687
24432;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES EL CALVARI;724221.0636775;4374063.11324254;003432;33030;19;963497701;"{""coordinates"": [-0.3928029312344685, 39.48696449698475], ""type"": ""Point""}";39.48696449698475, -0.3928029312344685
24434;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES EL PALMAR;731279.28807027;4354545.53144871;003434;17700;15;961620066;"{""coordinates"": [-0.3175562920593044, 39.309421725435286], ""type"": ""Point""}";39.309421725435286, -0.3175562920593044
24437;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES FUENSANTA;723034.52;4371764.2;003437;80370;S/N;962084679;"{""coordinates"": [-0.4073553461163953, 39.46657953828556], ""type"": ""Point""}";39.46657953828556, -0.4073553461163953
24438;CENTRO DE DÍA PARA PERSONAS MAYORES DEPENDIENTES GERISER LOS CENTELLES;725822.509;4370940.323;009578;42270;54;963415312;"{""coordinates"": [-0.37525707595999214, 39.45843691840317], ""type"": ""Point""}";39.45843691840317, -0.37525707595999214
24441;CLUB DE JUBILADOS Y PENSIONISTAS DISTRITO MARÍTIMO;729556.617;4372149.377;003501;21810;6;963712061;"{""coordinates"": [-0.33148330430679396, 39.468332126611344], ""type"": ""Point""}";39.468332126611344, -0.33148330430679396
